fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
-0.12085381295126472,-0.8428555210526584,0.28,2.1,0.066,13.0,30.0,0.9968,3.23,0.73,9.7,7,37
-0.5788261567665813,-0.45300195278220373,0.36,5.9,0.074,12.0,87.0,0.9978,3.33,0.83,10.5,5,40
0.279871987887138,0.4380919175502637,0.3,2.8,0.088,17.0,46.0,0.9976,3.26,0.51,9.3,4,41
-0.46433307081275205,-0.23022848519908692,0.2,2.6,0.332,8.0,14.0,0.9968,3.21,0.9,10.5,6,42
-0.12085381295126472,0.7165587520291601,0.22,2.2,0.069,9.0,23.0,0.9968,3.3,1.2,10.3,5,43
-2.1244828171432752,-0.06314838451174912,0.15,2.1,0.054,8.0,65.0,0.9934,3.9,0.56,13.1,4,45
-0.34983998485892276,2.248126341663089,0.43,2.2,0.114,22.0,114.0,0.997,3.25,0.73,9.2,5,46
0.279871987887138,0.7165587520291601,0.26,1.7,0.074,4.0,23.0,0.9971,3.15,0.74,9.2,5,50
-0.9795519576049836,-0.06314838451174912,0.04,2.2,0.069,8.0,15.0,0.9956,3.4,0.63,9.4,6,51
-0.9795519576049836,-0.17453511830330767,0.04,2.1,0.068,6.0,14.0,0.9955,3.39,0.64,9.4,6,52
0.16537890193330823,-0.8428555210526584,0.36,3.0,0.081,30.0,119.0,0.997,3.2,0.56,9.4,5,53
-0.40708652783583765,-0.11884175140752838,0.15,2.8,0.11,33.0,73.0,0.9955,3.17,0.63,10.2,6,54
1.0813235895639415,-0.6200820534695416,0.57,3.4,0.07,4.0,10.0,0.9971,3.04,0.63,9.6,5,56
-0.29259344188200836,0.32670518375870516,0.18,2.3,0.076,17.0,54.0,0.9975,3.43,0.59,10.0,5,58
-0.5788261567665813,-0.7871621541568791,0.31,2.4,0.074,9.0,46.0,0.9962,3.41,0.54,9.4,6,59
0.279871987887138,-0.7314687872610998,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,5,60
-0.34983998485892276,0.8836388527164973,0.49,1.8,0.115,20.0,112.0,0.9968,3.21,0.71,9.3,5,61
-0.750565785697325,1.134259003747504,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,5,63
-0.6360726997434958,1.0785656368517247,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,64
-0.6360726997434958,1.0785656368517247,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,65
-0.9795519576049836,0.9671789030601662,0.07,1.6,0.076,6.0,15.0,0.9962,3.44,0.58,10.7,5,67
-0.1781003559281791,0.9671789030601662,0.05,1.9,0.074,8.0,19.0,0.9962,3.34,0.95,10.5,6,69
-0.34983998485892276,0.8836388527164973,0.22,1.9,0.084,18.0,94.0,0.9961,3.31,0.48,9.5,5,72
-0.006360726997434932,0.800098802372829,0.26,2.1,0.084,11.0,43.0,0.9976,3.31,0.53,9.2,4,73
0.279871987887138,-0.6757754203653208,0.64,2.2,0.093,9.0,42.0,0.9986,3.54,0.66,10.5,5,76
-0.8650588716511542,1.4127258382264003,0.0,2.4,0.104,14.0,30.0,0.9966,3.52,0.55,10.7,6,77
-0.9223054146280687,1.217799054091173,0.12,2.0,0.086,12.0,80.0,0.9958,3.38,0.52,10.1,5,78
-0.006360726997434932,0.5216319678939326,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,1.12,9.1,4,79
-1.2085381295126416,-0.45300195278220373,0.2,1.6,0.069,3.0,15.0,0.9958,3.41,0.56,9.2,5,80
-0.5215796137896664,-0.17453511830330767,0.47,2.0,0.086,21.0,73.0,0.997,3.36,0.57,9.1,5,82
-1.1512915865357272,-1.2884024562188923,0.48,1.8,0.069,18.0,61.0,0.9959,3.44,0.78,10.3,6,84
-0.8078123286742394,0.1039317161755887,0.15,2.2,0.076,19.0,40.0,0.9961,3.41,0.59,10.1,5,85
0.16537890193330823,-0.23022848519908692,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6,86
-0.34983998485892276,-0.23022848519908692,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5,87
0.566104702771711,-0.7871621541568791,0.44,2.1,0.107,34.0,125.0,0.9978,3.14,1.22,9.5,5,88
-0.750565785697325,0.493785284446043,0.08,1.8,0.076,8.0,24.0,0.9978,3.48,0.53,9.0,5,89
-0.2353468989050935,-0.06314838451174912,0.26,1.9,0.079,42.0,140.0,0.9964,3.23,0.54,9.5,5,90
0.16537890193330823,-0.23022848519908692,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6,91
-0.34983998485892276,-0.23022848519908692,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5,93
-1.8954966452356168,2.721519960277212,0.04,1.4,0.045,41.0,85.0,0.9938,3.75,0.48,10.5,4,94
-0.8650588716511542,1.3570324713306212,0.0,3.0,0.102,8.0,23.0,0.9965,3.45,0.56,10.7,5,96
-0.40708652783583765,2.0531995575278614,0.06,2.5,0.079,5.0,10.0,0.9967,3.39,0.56,9.8,5,98
-0.12085381295126472,0.07608503272769906,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,6,99
-0.006360726997434932,0.4380919175502637,0.3,2.1,0.084,11.0,50.0,0.9972,3.4,0.61,10.2,6,100
-0.12085381295126472,0.07608503272769906,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,6,102
-0.12085381295126472,0.24316513341503626,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,5,103
-0.6360726997434958,-0.23022848519908692,0.24,2.2,0.07,5.0,36.0,0.996,3.33,0.48,9.4,5,104
-0.12085381295126472,0.24316513341503626,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,5,105
-0.29259344188200836,-0.6757754203653208,0.68,1.7,0.467,18.0,69.0,0.9973,3.08,1.31,9.3,5,106
-1.2085381295126416,0.5494786513418223,0.31,1.7,0.088,15.0,64.0,0.9969,3.46,0.79,9.3,5,107
-0.29259344188200836,0.15962508307136797,0.19,1.8,0.104,12.0,47.0,0.9964,3.19,0.93,9.5,5,110
0.05088581597947946,0.493785284446043,0.09,2.2,0.084,11.0,108.0,0.9964,3.15,0.66,9.8,5,111
1.024077046587027,-1.232709089323113,0.44,2.3,0.08,22.0,46.0,0.9988,3.32,0.67,9.7,6,113
-0.29259344188200836,0.15962508307136797,0.19,1.8,0.104,12.0,47.0,0.9964,3.19,0.93,9.5,5,114
0.6233512457486253,-0.7314687872610998,0.31,2.2,0.09,13.0,62.0,0.9966,3.07,0.63,10.5,6,115
-0.006360726997434932,0.04823834927980943,0.28,1.9,0.077,11.0,40.0,0.9978,3.39,0.61,10.0,6,116
-0.5788261567665813,2.9999867947561083,0.09,1.7,0.178,10.0,89.0,0.9962,3.3,0.57,9.0,5,120
0.279871987887138,0.1039317161755887,0.04,2.2,0.119,14.0,56.0,0.9962,3.21,0.6,10.9,6,121
-0.5788261567665813,0.911485536164387,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52,9.2,5,122
-0.29259344188200836,-0.17453511830330767,0.17,1.6,0.0819999999999999,21.0,102.0,0.996,3.39,0.48,9.5,5,124
-0.06360726997435033,4.448014334046368,0.0,1.7,0.081,3.0,12.0,0.9964,3.53,0.49,10.9,5,126
-0.12085381295126472,4.448014334046368,0.0,1.8,0.0819999999999999,3.0,12.0,0.9964,3.54,0.48,10.9,5,127
-0.1781003559281791,0.32670518375870516,0.16,1.8,0.065,3.0,16.0,0.9962,3.42,0.92,10.5,7,128
-0.1781003559281791,1.1899523706432833,0.56,2.0,0.118,30.0,134.0,0.9968,3.24,0.66,9.4,5,130
-1.5520173873741294,-0.17453511830330767,0.09,2.3,0.049,17.0,99.0,0.9937,3.63,0.63,13.0,5,131
-0.2353468989050935,2.832906694068771,0.05,2.2,0.084,13.0,29.0,0.9959,3.22,0.55,9.9,6,134
0.05088581597947946,1.1899523706432833,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5,135
-0.6360726997434958,-0.6479287369174311,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,0.64,9.2,5,137
0.05088581597947946,1.1899523706432833,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,5,140
-1.7810035592817874,-1.065628988635775,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,142
-1.1512915865357272,-0.7871621541568791,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58,9.4,5,143
-1.7810035592817874,-1.065628988635775,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6,144
-0.12085381295126472,0.7722521189249394,0.55,1.8,0.1169999999999999,32.0,141.0,0.9968,3.17,0.62,9.4,5,145
-1.4375243014203003,0.8279454858207187,0.02,1.8,0.087,21.0,94.0,0.9944,3.54,0.52,10.0,5,146
-0.8078123286742394,-0.23022848519908692,0.1,2.3,0.074,12.0,30.0,0.9959,3.42,0.58,10.2,6,148
-0.5788261567665813,-1.1213223555315543,0.47,2.1,0.077,5.0,11.0,0.9958,3.33,0.53,10.3,6,150
0.5088581597947955,-0.06314838451174912,1.0,3.4,0.61,32.0,69.0,0.9996,2.74,2.0,9.4,4,151
-0.46433307081275205,0.38239855065448447,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5,152
-0.46433307081275205,0.38239855065448447,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5,153
-0.6933192427204107,-0.5643886865737623,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5,155
-0.6933192427204107,-0.5643886865737623,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,5,156
-0.6933192427204107,-0.5643886865737623,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5,157
-0.6933192427204107,0.8279454858207187,0.0,2.2,0.073,12.0,22.0,0.9969,3.48,0.5,9.3,5,158
-0.8650588716511542,0.38239855065448447,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,6,159
-0.40708652783583765,2.331666392006757,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,5,160
-0.40708652783583765,0.8279454858207187,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,4,161
-0.29259344188200836,-0.007455017615969841,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6,162
-0.5215796137896664,0.38239855065448447,0.26,7.3,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,5,163
-0.5788261567665813,0.32670518375870516,0.26,7.2,0.07,35.0,121.0,0.9981,3.37,0.49,9.4,5,164
-0.29259344188200836,0.5494786513418223,0.48,1.7,0.1,14.0,96.0,0.9961,3.19,0.62,9.5,5,165
-0.8650588716511542,0.6051720182376016,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,5,166
-0.5788261567665813,0.1039317161755887,0.03,1.6,0.072,17.0,42.0,0.9956,3.37,0.48,9.0,4,167
-0.8650588716511542,0.5494786513418223,0.07,2.1,0.089,11.0,44.0,0.9953,3.47,0.55,10.4,6,168
-0.2353468989050935,1.9696595071841925,0.03,1.8,0.0579999999999999,4.0,8.0,0.9972,3.36,0.33,9.1,4,170
-0.1781003559281791,-0.6200820534695416,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6,172
-0.5215796137896664,0.493785284446043,0.05,1.9,0.068,24.0,42.0,0.9961,3.42,0.57,11.5,6,173
-0.8078123286742394,-0.17453511830330767,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,5,175
-0.5788261567665813,-0.8428555210526584,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,176
-0.46433307081275205,-0.06314838451174912,0.42,2.3,0.087,8.0,38.0,0.9972,3.58,0.61,10.5,6,177
-0.750565785697325,1.524112572017959,0.0,2.5,0.068,7.0,20.0,0.9969,3.48,0.56,9.6,5,178
0.279871987887138,0.4380919175502637,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,179
0.279871987887138,0.4380919175502637,0.14,2.4,0.067,10.0,42.0,0.9969,3.19,0.59,9.5,5,180
0.3371185308640524,0.4380919175502637,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,5,181
-0.6360726997434958,1.1064123202996143,0.02,2.5,0.076,16.0,42.0,0.9972,3.44,0.52,9.3,5,182
-0.8650588716511542,0.4380919175502637,0.2,1.8,0.077,11.0,65.0,0.9971,3.54,0.58,9.3,5,183
-0.9223054146280687,0.493785284446043,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,184
0.3371185308640524,-1.232709089323113,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,5,185
-0.5215796137896664,-0.7871621541568791,0.48,2.0,0.0819999999999999,14.0,67.0,0.9972,3.34,0.55,9.2,5,186
-0.2353468989050935,-0.17453511830330767,0.33,2.0,0.084,15.0,143.0,0.9968,3.2,0.55,9.5,5,188
-0.06360726997435033,-0.17453511830330767,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,5,190
-1.0940450435588123,-0.8985488879484376,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,6,191
-0.40708652783583765,0.1039317161755887,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,193
-0.40708652783583765,0.1039317161755887,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,194
-0.5788261567665813,0.2710118168629259,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,5,196
1.8255286482638315,-1.2884024562188923,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6,197
-0.8078123286742394,3.111373528547667,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,4,199
0.7378443317024541,-1.1770157224273337,0.47,1.4,0.0559999999999999,9.0,24.0,0.99695,3.22,0.82,10.3,7,200
-0.750565785697325,-0.5643886865737623,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,6,204
2.5697337069637216,-1.2884024562188923,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,205
2.5697337069637216,-1.2884024562188923,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,7,206
-0.29259344188200836,-0.508695319677983,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,5,208
0.7950908746793686,-0.007455017615969841,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6,210
-0.1781003559281791,1.0785656368517247,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6,211
-0.06360726997435033,0.21531844996714664,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5,213
-0.29259344188200836,1.134259003747504,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6,214
-0.750565785697325,-0.23022848519908692,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5,215
0.22262544491022263,0.5216319678939326,0.16,2.0,0.1009999999999999,13.0,49.0,0.9962,3.14,0.57,11.0,5,216
-0.12085381295126472,1.0785656368517247,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5,217
-0.46433307081275205,-0.23022848519908692,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5,218
-0.29259344188200836,-1.065628988635775,0.37,2.0,0.0819999999999999,24.0,58.0,0.9964,3.34,0.59,9.4,6,220
-0.5215796137896664,-0.007455017615969841,0.26,2.0,0.1009999999999999,16.0,72.0,0.9957,3.15,0.57,9.4,5,221
-0.8650588716511542,0.4380919175502637,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5,222
0.16537890193330823,0.6330187016854912,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,223
-0.34983998485892276,-0.5643886865737623,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,225
0.3371185308640524,0.32670518375870516,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6,226
-1.7810035592817874,-0.2859218520948662,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7,230
-0.1781003559281791,-0.8428555210526584,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,231
0.10813235895639384,-0.8985488879484376,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,232
-0.06360726997435033,2.6101332264856536,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,234
-0.6360726997434958,0.5494786513418223,0.0,1.9,0.0969999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,6,235
0.3371185308640524,0.5773253347897119,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5,240
2.1117613631484047,-0.8428555210526584,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,241
-0.34983998485892276,0.2710118168629259,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,242
3.829157652455842,-1.7896427582809054,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,243
3.829157652455842,-1.7896427582809054,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,244
-0.5788261567665813,0.7165587520291601,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,245
-0.6933192427204107,0.8279454858207187,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,246
-0.5788261567665813,0.7165587520291601,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,249
1.4248028474254297,-1.1770157224273337,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,250
-0.6933192427204107,0.38239855065448447,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,251
1.596542476356173,-1.0099356217399962,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,252
-0.34983998485892276,1.3570324713306212,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,253
-0.1781003559281791,0.21531844996714664,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,255
0.6233512457486253,-1.065628988635775,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,256
-0.9795519576049836,0.911485536164387,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,257
-0.34983998485892276,-0.6757754203653208,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,5,258
0.9668305036101127,-1.232709089323113,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,259
-0.2353468989050935,-1.1213223555315543,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,260
-0.750565785697325,2.4708998092462053,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,261
-0.1781003559281791,-0.06314838451174912,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,262
-0.2353468989050935,-0.8985488879484376,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,263
2.3979940780329776,0.15962508307136797,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5,264
-0.12085381295126472,1.8861194568405235,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4,266
-0.2353468989050935,-1.0099356217399962,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8,267
-0.8078123286742394,0.04823834927980943,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,268
1.8255286482638315,-1.9567228589682428,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,269
-0.2353468989050935,0.07608503272769906,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,270
-0.2353468989050935,0.07608503272769906,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,275
-0.8078123286742394,0.04823834927980943,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,276
1.8255286482638315,-1.9567228589682428,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,277
1.1385701325408568,-1.1770157224273337,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,278
0.3371185308640524,-0.7314687872610998,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,279
1.768282105286917,-1.511175923802009,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,280
-0.34983998485892276,-1.4554825569062297,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,7,281
0.3371185308640524,-0.7314687872610998,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,283
0.9095839606331984,0.32670518375870516,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,284
0.9095839606331984,0.32670518375870516,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,285
2.1117613631484047,-0.45300195278220373,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,286
-0.46433307081275205,-0.7314687872610998,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,287
0.22262544491022263,-0.06314838451174912,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,288
1.882775191240746,-0.6200820534695416,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,289
0.22262544491022263,-0.06314838451174912,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,290
1.1958166755177713,0.1039317161755887,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,292
-0.8078123286742394,-0.9542422548442169,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,293
2.8559664218482945,-1.065628988635775,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,294
1.4248028474254297,-0.17453511830330767,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,295
1.3103097614716,1.6633459892574065,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,296
-0.6933192427204107,0.5494786513418223,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,297
-0.6360726997434958,0.6608653851333808,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,298
-0.46433307081275205,-0.007455017615969841,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,300
1.596542476356173,-1.9567228589682428,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,301
-0.006360726997434932,0.9671789030601662,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,302
0.05088581597947946,0.6608653851333808,0.6,2.1,0.1119999999999999,12.0,90.0,0.9973,3.2,0.52,9.2,5,304
-0.40708652783583765,0.493785284446043,0.32,2.2,0.0819999999999999,7.0,54.0,0.9966,3.36,0.52,9.4,5,306
1.1385701325408568,-0.6757754203653208,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,307
1.1385701325408568,-0.5643886865737623,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,6,308
-0.2353468989050935,-0.007455017615969841,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,311
0.3943650738409668,-0.3973085858864244,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,312
0.16537890193330823,-0.3416152189906455,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,313
-0.5215796137896664,-0.9542422548442169,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,314
0.8523374176562839,0.7165587520291601,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,318
0.7378443317024541,1.3291857878827316,0.12,2.9,0.0819999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6,319
0.566104702771711,0.4380919175502637,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5,321
